5 December 2019,50,Amazing food and service !,"We tried the pork knuckle and the tapas, it was absolutely delicious. You can also try the half pig itself, cut with plate and then break the plate ! Very funny ! The service was perfect,artin our waiter was very nice, smiling and efficient. Must...More"
1 December 2019,50,Comments,"Friendly staff who recommended good food just nice portion for everyone filled tummy happily , nice ambience too! Good job 'Cho'! And thanks to Ren who served us well!More"
29 November 2019,50,Amazing Birthday dinner at Elcerdo.,Had really good pasta and steak!!. Amazing birthday song n special present! Dont wana burst ur bubble. So u gotta com try!! Excellent served by Cheerful Ren and professional Cho. Great experience n will definitely return for more!More
27 November 2019,50,Had a very good experienced,"Had a very good experienced celebrating my friend’s birthday. Very good food, good service, friendly staff. Thanks for assisting us Irene Aiza and Lee. ❤️"
26 November 2019,50,Fantastic,Food was excellent and Irene was great with her advice on the food. Will certainly be going there again
25 November 2019,40,Superb,Celebrating friend’s birthday and we had the crunchy piglet to share. It’s was delicious and we were really happy spending time here. Thank you Pamela for the excellent service.
23 November 2019,50,Satisfying Food and Environment,"Excellent food, environment and overall staffs. Good service with manners. Recommended especially for birthday celebrations."
23 November 2019,50,Perrrfectttt,The quality of food is as good as 4 years ago when I last visited. Must try their pork ribs. 5 stars for their attentive service especially Cho & Ren
16 November 2019,50,"Fantastic place, food, and service!",Had a great bday celebration for my significant other and the service by Irene was excellent! Very satisfied with the food and ambience! Worth the visit
15 November 2019,50,Excellent environment with great services,Celebrated birthday here and the staffs were friendly and nice. Thanks Irene for her great services.
15 November 2019,50,FINE RESTAURANT,An excellent place to try Spanish food and German.Great break from Asian food. The inside has the features of an upscale bistro you might fine in Paris. i was alone so could not have some of the Spanish I might have preferred but had an...More
14 November 2019,40,Wonderful experience,"Wonderful meal, had the bacon rolled with anchioves and pork shoulder. Cho William was wonderful throughout the meal and always with a smile.."
12 November 2019,50,Awesome,"Awesome food, beverages, service & atmosphere. Definitely will come again, this time hope to bring my family to this experience. #firstreview"
10 November 2019,50,Superb food and great service experience,"10.11.19 8pm It's a friend birthday dinner. We really enjoyed the good food especially the famous crispy piglet. Crunchy skin and tender soft meat. The service team consist of Pamela, Bob and Aiza is providing us the great service and we had a good time...More"
10 November 2019,50,Wonderful birthday celebration,"Wonderful food and ambience! The service is especially attentive, especially by Pamela! Definitely would come back again!"
10 November 2019,50,A Most enjoyable evening with excellent food,A family group to celebrate my wife's birthday.There were a number of others with the same idea which made for lively atmosphere.The wait staff were extremely helpful in helping us to decide what to order.We settled on the suckling pig and paella.the birthday cake and...More
9 November 2019,50,Great birthday celebration,Thank you very much to Pamela and Aiza for the great service!!!!!!!!We had a memorable birthday dinner ~
8 November 2019,40,Great service and food,Celebrated two birthdays here in a day - Cho and Ren were absolutely helpful in suggesting what we should get as a family and we enjoyed their service 😊
8 November 2019,50,Will come again,"Great food and great service, waiters Ren and Sho are helpful and friendly. Will recommend anyone to come here to celebrate birthday."
8 November 2019,50,Heavenly Desserts,Fantastic place with good service and exceptional desserts. Thumbs up to our waitress Ms Irene for making the night a memorable one.
4 November 2019,50,Excellent Spanish dinner in KL,Great Paella and suckling pig. Was served by Cho and Ren. Great service. Appetisers were great as well
4 November 2019,50,10 years later and it’s still amazing!,I haven’t been to KL in over 10 years. I tried this restaurant then and it’s still amazing! I forgot how to get here and our Grab driver missed the entrance. The place is super casual and fun. The atmosphere is full of energy. There’s...More
4 November 2019,50,Gorgeous Food,"I find Cerdo to be a perfect restaurant for the family and friends. Every meal was a celebration for us. ""Real good food"", my kids said, ""mommy why can't you cook like this?"" Delicious and extend menu, german, italian, french, spanish dishes. All great. A...More"
3 November 2019,50,Nice for family,"Here for a birthday celebration but did not know you get something special if you book a day in advance. Great dining experience and good menu selections even for the choosy water. While pork is the main star here, they do have beef, lamb and...More"
2 November 2019,50,Delightful Dinner at El Cerdo,"This was my first visit and I will be back again and again. Enjoyed the tasty roasted iberico spare ribs and gambas aljillo with the Carlos Serres Tempranillo red wine. To top it all up, Vivian's welcoming and superb service really made a difference."
31 October 2019,50,Birthday lunch,"Lovely hospitality by Waiter Ren who was ever attentive. He recommended the Gusiness Pork ribs which was flavourful too. Lastly, a birthday song sang by the lovely crew."
29 October 2019,50,Great food & service,"Great food especially for the paella and suckling pig. On top of that, really good service by the staff. Highly recommended to visit!"
28 October 2019,40,Great for birthday,"Went there to celebrate mom’s birthday and Cho, Martin, and Pamela were helpful by giving us recommendations and prep us for the celebration. We ordered the Golden Fortune and it was amazing. The Paella was a little too salty, but it doesn’t affect us. At...More"
25 October 2019,50,Happy customer,Well done. Very happy with the service and food recommendations. Strongly recommend and will visit again.
23 October 2019,50,Birthday Celebration,Had great birthday celebration here. Nice food & environment. Vivian is a friendly & polite service crew here.
21 October 2019,50,Good service,Good services from the team especially Pamela. Nice place to celebrate birthday. The team is cute and the food and drinks are nice too
20 October 2019,40,"great ambience, great foods and great staffs!!","service crews, Cho and Rem are really great!!! my friends and i were havin a good time here! Cho and Rem were really good at their work! We will be back soon."
20 October 2019,50,Nice restaurant staff is very friendly here,Thank you Ren and cho who gave us a very special moment ! The food here was great ! Staff are very friendly !!! Very recommend !!!!!
20 October 2019,50,Great Vibe for birthday celebration,"Was celebrate my brother birthday at this restaurant. Great food and good service Was serve by CHO, Bob, and Pamela, great service provide from them… Very patient to explain the menu as this is my 1st time to try on this restaurant…"
19 October 2019,40,Very good experience and nice food!,"Pamela is the best server that i ever met. She so beautiful, lovely, friendly and caring. The Spanish roasted suckling pig are so tasty! We love the side baby potatoes so much too. Red wine sangria is the best so far compare with Rose sangria....More"
19 October 2019,50,Good Food & Ambience,"Pamela provide a good service and great recommendation of Food, the food taste good, and they explain the origin n tradition of the pig service. Overall Great experience"
11 October 2019,50,Best pork!,"We visited Kuala Lumpur for a short vacation, and we decided to eat pork for our dinner at El Cerdo. I and my friends tried pork knuckles and pork belly fettuccine, and both are really good! Best pork I've ever tasted. The service was also...More"
10 October 2019,40,Very incredible food and can get better improvement in service,"Food was very grand and marvelous the taste, the environment of restaurant was suitable for couple dating place ( suggest a vocalist can give romantic aroma songs is the best). The waitress (named Pamela), she was providing a well done services along we dine in....More"
9 October 2019,20,Nothing special,"Not sure why there are so many overrated reviews here, however my visit in September wasn't that good. My girlfriend is Spanish, she ordered ribs and it was tasteless(it isn't Spanish Iberico flavour at all). The prices are quite high, service is good though. I...More"
7 October 2019,50,Mr. Lim,"We came for our anniversary and the food was really worth it taste and portion wise. The drinks were also interesting,especially El Cerdo's signature drink. The staff were extra friendly and really helpful and accommodating to our needs. Our assigned server was Ren, who was...More"
7 October 2019,50,Memorable porky dinner,"Our meal was great as ever. Never disappointed with the food quality and taste here at El Cerdo. Our server, Pamela, was very attentive and gave us a very friendly service. Will definitely be back when we revisit Kuala Lumpur. Keep up the good work!More"
6 October 2019,50,Dinner,Nice ambience. Friendly Chatty staff (Irene). Fabulous food to be experienced who seek adventure. Yum yum yumMore
6 October 2019,50,Silly Little Pig,"Unlike the case of the 3 little pigs, this little pig was unlucky and ended up in my tummy tum tum. Our waitress, Pamela chopped off his head with a plate which later was disposed off. Sad story, great pig though.More"
5 October 2019,50,Spanish food in the heart of KL,"Apart from the Chinese, Spanish is also quite good in making suckling pig. Both has the same crispy skin with layer of fat and meat underneath. The preparation style might be different and the way you eat it Spanish style is also different. You will...More"
4 October 2019,40,"We celebrated birthday there, excellent service","We went for the famous suckling pig n iberico lamb ribs.... Food is good, efficient service. Will be back whenever have tat piggy urge againMore"
2 October 2019,50,"A super ""Spanish style"" Restaurant.","This very ""centrally located"" restaurant offers a really different/enjoyable type of cuisine-- in an ambiance which diners will definitely find enjoyable! ""Spanish tapas"" are meant to be varied ""appetizer sized dishes"" which can be consumer over a ""period of time"" determined by the customer... and...More"
30 September 2019,50,Perfect place for a romantic dinner,"Such a romantic and fantastic dinner. Thanks for the kind and excellent service Pamela, Cho and Eather!More"
27 September 2019,50,Food and service always high standard,"Been several times, Alway good food and attentive service. This time Pamela was excellent and looked after us wellMore"
23 September 2019,50,Awesome El Cerdo,"Being first timer to El Cerdo, wallah!..excellent service, awesome porky dishes & wonderful ambience..plus ample carpark. Thank you to Mr Ren, Aiza & Vivian for your good table service..More"
22 September 2019,50,"Nice ambiance , food and staff",Staff Jacky was very friendly explaining the menu descriptions and meals traditions . Food presentation was nice and on time . Will be bk for more ! 😊More
22 September 2019,50,Good food & service,"Good servicing by Cho, Ester and Ren. Worth visiting Spanish restaurant with good food, ribs & pasta are good! Sangria is a must! Having my birthday with house special oink oink birthday song & good shots. 🥰More"
22 September 2019,50,Oink oink birthday,"Oinksome meal, oinksome celebration, oinksome song and oinksome staff like Esther and Ren. I love the sangriaMore"
21 September 2019,50,Oink Oink,"Another wonderful meal at El Cerdo and a fantastic night We had the usual Iberico Ham and Ribs, watermelon salad followed with the Werner Special and washed down with a nice French house white. We will be back again rest assured. Thank you Werner !!More"
17 September 2019,30,Better in groups,Not really suitable for a solo diner though what i had was good. Best come in groups where you can order and sample more things like the paella and the infamour suckling pig. #Protip order the sangriaMore
16 September 2019,50,Birthday dinner,"the people here are very helpful and giving a 5 star service! the food are very good as well, not to forget the birthday surprise!More"
14 September 2019,50,Experience at El Cerdo,"Pamela attended to us. Great service and delicious food. A nice evening. We stopped here in Changkat and were suitably surprised by an awesome meal, convivial atmosphere and some plate breaking to match. Worth a stop if you are in the vicinity. Try it out....More"
14 September 2019,50,Great food and service!,"Bring my friend here for birthday celebration. Great environment, great food and great service! Also cute birthday song!More"
14 September 2019,50,Dinner,Food delish... dessert was yumss.. staff was polite and very helpful. Nice environment. Would highly recommend.More
12 September 2019,10,Not the best service,My MRS and I were there in September for my birthday dinner and the following are what we had 1. Iberico Ribs The meat was rock solid and I wonder what had the chef done to the beautiful rack of ribs. I thought it was...More
7 September 2019,50,Best Spanish food in KL,Great food and service! One of the tastiest Spanish food in KL and the suckling pig was simply divine! Irene was amazing and super hospitable too! Would definitely come back.More
7 September 2019,50,Great food lovely vibe,"As title suggest, we had a wonderful time here. The suckling pig was especially tasty. With a glass of paired wine would be even better.More"
7 September 2019,50,Lovely environment and staff,Irene is friendly and helpful Food is alright Drinks is ok Environment is peaceful Had a great time here
7 September 2019,50,Satisfactory,"Had a dinner with my gf for her birthday celebration, food was good and satisfying. Waiter and waitress (Martin and cho) were so friendly, good atmosphere, nothing more can I ask.More"
7 September 2019,40,No plain water,"I have been there twice before over many years. They still refuse to serve warm plain water even if you're having a not-cheap suckling pig meal; you can only get bottled water, which is why i had not been back there for a long time....More"
4 September 2019,50,Delish Spanish suckling pig,"Yes it is true the signature suckling pig so crispy I could cut it with the edge of plate, it’s not gimmick for sure, group of us Chinese Malaysians & our Germans friends dine over sangria, sauerkraut, bratwurst etc, service spot on with drinks refilled...More"
3 September 2019,50,Great night,Very good recommendation of foods amazing ambience friendly staff and helpful staff rhea and irene . I have a good dinner at here.More
3 September 2019,50,Amazing !!!,"This is my second times visit this restaurant and this time is celebrating my birthday dinner. The food is delicious and the service is super GOOD especially the waiter called Martin. If you celebrate your birthday here, make sure you book your table 24 hours...More"
2 September 2019,50,Toh,"Very good hospitality from one of the waitress Pamela, will definitely come back again. Food is good, service is goodMore"
2 September 2019,50,Celebration Dinner at El Cerdo,"I am in KL Malaysia for a holiday and had dinner at El Cerdo. It was an amazing dinner experience for my friend and I. We received the best service from Pamela. Also, we ordered the Spanish Style Roasted Piglet and had the most enjoyable...More"
2 September 2019,50,El Cerdo Eats,Great service from Pamela!! She was very attentive and knew what to recommend to us. The Jamon Iberico de Bellota was out of this worldMore
1 September 2019,30,Quality of experience and food,"Decent environment, average food, slightly off taste of some food. Good cultural mini events implemented on some can see the effort but it still slightly off to catch the hearts of peopleMore"
1 September 2019,50,Friend’s party,"Waiter named cho, ren and waitress Vivian serve us good during our meal. Good food ! Come here and get to know with their restaurant culture ! Fun and interesting :)More"
1 September 2019,50,Review,"Came here for my birthday celebration, food was superb, staffs are friendly (Jackie Martin and Pamela)More"
1 September 2019,50,Perfect for date nights,"Food was excellent. The grilled pork shoulder steak was out of this world. Tender, Juicy and real taste of quality pork. Oysters...fresh and sweet. Perfect place for date nights. Wife is happy....I'm happy! Kudos Werner!More"
31 August 2019,50,Great food great wine and wonderful service (Business dinner),It was my first time here but my friend is often to come here superb food specially the oven roasted ribs it’s perfect pairing of wine. Miss irene is so charming and kind waitstaffMore
30 August 2019,50,Nice pork and the food.,The roast piglet is a must. Not only the taste is nice but you also get to experience the Spanish tradition as how they chase away the bad luck by smashing the plate. Irene is the waitress who served us and the service is good...More
29 August 2019,50,Roasted suckling piglet and fantastic service,"Oh yes! The two weeks old baby pig so crispy meaty and tender its our first time here so we decided to having a half piglet ,environment is wonderful and our waitreSs irene is so polite and always changing our plates she is so kind...More"
29 August 2019,50,Happy birthday daddy,Good happy birthday song Good environment Good staff Good wine Good pork Good seafood Good bread Good good good Good in everthing !!! Sure will hv another celebration event at here again. Oik oik
29 August 2019,50,First time to eat in the restaurant,I like the food and beverages. Their staff are approachable especially Mr. Ren. I recommend this place to others.
29 August 2019,50,The best pork ever,"I got here in trip advisor information and went to this restaurant.... lunch time.. i was served by Ren and Sunny! For me was everything perfect! The Service, the food... i got the best pig in my live... to eat the pig you have to...More"
29 August 2019,50,"Excellent Ambience, great food, great service.",Had a really nice meal in Aug 2019. Great service from a lady named Cho. A birthday celebration for a brother. The traditional plate-breaking after cutting the suckling pig with a plate is unique. The Iberico pork tasted amazing. Highly recommended... conveniently located in the...More
28 August 2019,50,Great food with nice ambience,"The food is nice. Server is Martin, cho and ren. They serve us sincerely and the food is fantastic. Appreciate that"
27 August 2019,50,The place to be if you like meat!!!,"Me and my husband have a great dinner trying two different plates of ribs, both of them were amazing. The meat was very soft and tasty, we couldn’t ask for something better!!! We really thanks Martin to suggest us a wonderful red wine and Sunny...More"
25 August 2019,50,Break plate in my life,Like the environment Like the service Like the piglet and pasta Like the sweet wine Like the free cocktailMore
25 August 2019,50,First time visit,Good food recommendation and services from Martin Pamela and Esther. Had their signature ribs and sausages. It's very satisfying and will definitely come back to try their other food.More
25 August 2019,40,Good,"I came here along with my parents for dinner. Food: 7/10. Staff and service: 10/10. We were served by Ester, Martin and Pamela. All 3 were very friendly and attentive, thank you to all of you! Price: Relatively expensive.More"
25 August 2019,50,Dinner,Very nice place and food... The pig is famous with Spanish red wine 👌🏻 The service of Jayson is very good...More
25 August 2019,50,Excellent Food & Services,"ordered the signature ribs and sausage recommended by the waiter. excellence service provided by Martin, Esther and Pamela, will definitely come back again.More"
25 August 2019,50,Birthday lunch at this restaurant,Nice food and especially good service from Aiza and Ren.Comfortable place to have a lunch and dinner...More
24 August 2019,50,Would visit again,"Great service and mazing staff that had waited our table ( Pamela, Ren and Aiya). Food was good, we had the rib platter to share with my other half and a side of sautéed mushrooms which was excellent.More"
24 August 2019,50,Hmmmmmm wonderful service,"Great restaurant, We could not get a booking in the restaurant that we wanted so we tried El Cerdo. Service was so nice and the food did not disappoint! Thank you lovely team Pamela,aiya,and renMore"
23 August 2019,50,Best roasted piglet with plate breaking experience and seafood paella,"Spanish restaurant with a l ovely service crew, good ambiance and the piglet is a must eat. There is a special procedure of cutting into the piglet. After the cut, the plate will be thrown into a wooden bucket. Simply crushing experience! The piglet was...More"
21 August 2019,50,Fabulous Spanish Night,"I made advance reservation around half a month ago because of the great reviews online. And it didn't disappoint one bit. We ordered 2 tapas of Croquetas de Jamon Ibérico, Avocado Bruschettas and a main for share - Paella con Mariscos (Seafood). The tapas were...More"
20 August 2019,50,Birthday,"This is my first time and I love it. The food are amazing and the staff , Martin and Cho are definitely friendly and helpful. Would love to drop by again next time."
20 August 2019,50,Birthday,"This is my first time. The food is awesome and the way they celebrate birthday are way beyond my imagination. The staff who served us is Martin and he is definitely friendly and helpful. I would highly recommend this restaurant to anyone, especially those who...More"
20 August 2019,50,Birthday celebration,Friendly staff and delicious food .. especially staff called Martin & Cho . Very good services . Good place to visit with friend and family
19 August 2019,50,Birthday,This is the second time we decide to celebrate a birthday of my wife here thank you for the complementary cake the wooden piggy and the vodka shots and to irene for the wonderful service and advice for pairing the foods
18 August 2019,50,"Great food, service and atmosphere",Thank you Jayson for the excellent service and all the great recommendations! Fun atmosphere and great value food and wine. Highly recommend!More
17 August 2019,50,Great birthday celebration with excellent service,Thank you to miss irene for the excellent service she is accommodating and smilling overall excellent the food was delicious and sangria is refreshing definitely we will come againMore
17 August 2019,50,Great experience,"Great experience of the “piglet ceremony”. Their waiter, Martin & Esther were serving good and they gave a little birthday celebration to my friends. Good place, nice atmosphere, and delicious food!More"
17 August 2019,40,Magnificent meals,Great environment! Food is as good as better. Must try full piggy come with breaking glass plates traditionMore
17 August 2019,50,Everything is good,"Food is nice, service is excellent..especially Irene, she served us very well, volunteer for taking our photos.and bosses very friendly..we do enjoy it very much..definitely will come againMore"
17 August 2019,50,Excellent as always,"Always love coming this joint for iberico ribs fix. Staffs are always welcoming and friendly. Love this place. Recent visit was served by Irene, great smile and efficient service.More"
16 August 2019,50,Food is good,"Martin was really helpful, so does Ria. Both serve us really polite and professional Food is really delicious, vibe is fantasticMore"
16 August 2019,40,Birthday Wish,"Wish my friend have a great and wonderful birthday dinner, love the way they serve and good and clear describe and suggest what we have to go for the food and the portion of the food, thank you Martin.More"
15 August 2019,40,Excellent services and good food,"had our dinner here. Kudos to the excellent services provided by Jason, Irene, Aiza and Martin with attentive serviceMore"
15 August 2019,10,Very bad.,"This is the 5th time I write a review on this place. I guess the owner has complained on the bad reviews. So TA asked me for additional information, to authenticate the review. Let me start by saying that I find it very strange that...More"
14 August 2019,50,Great Lunch,On the way to Port Dickson from Genting. Decided to drop by as we had a craving for the piglet. Did not disappoint. It was crispy on the outside and succulent in the inside. Food and service were great.
14 August 2019,40,Piggylicious,"Cozy atmosphere, good service and most importantly the food is piggylicious! We had grilled pork shoulder, creamy mushroom soup and grilled squid, very satisfying meal."
13 August 2019,50,superb dining experience,"wonderful dining experience,excellent service from ren,cho,irene, whenever you need a restaurant with great food attentive service and nice ambiance just visit el cerdo.More"
12 August 2019,50,Great service,"Friendly staff, good service ! Will definitely come back again (REN) (CHO) nice food and environment !More"
12 August 2019,40,Mom’s Birthday,"Great evening with delicious food... and plate crushing : ) Irene, thank you for the beautiful birthday song for us.More"
11 August 2019,50,Lovely dining experience :),"If you’re looking for exceptional food, service, and ambience, I would highly recommend El Cerdo. We always enjoy coming here and always look forward to coming back. A big thank you to Irene, Aiza, and Zar Zar for the excellent service tonight :)More"
11 August 2019,50,Extremely satisfy! Worth visit for birthday celebration,"This is our first time visiting this restaurant and the food really worth the price. It taste super goood! The very best thing is their services. If you reserve early for a birthday celebration, the restaurant will give u a complementary cake and two shots....More"
11 August 2019,50,"Spectacular service, fun environment","Came for a birthday celebration and the team of Irene, Aiza, Jayson and Vivian did a spectacular service with full of surprise birthday celebrations that made everyone happy. In addition, the savoury and dessert was a delight, definitely would recommend everyone to try."
10 August 2019,50,Definitely coming back again,People may not come back for the food but will definitely be back for the service. El cerdo strikes both. Pamela and Cho definitely made our night memorable serving the best suckling pig in Malaysia. Well done ! Will surely be back again 😊
10 August 2019,50,Oink oink,"Nice food friendly staff, a place for family gathering and celebration!! Worth for next coming.. must try the piglet!"
10 August 2019,50,Great service,Excellent good and great service. Good for birthday celebrations. Very warm with staff and owner of the restaurant
10 August 2019,50,Scrumptious!,"Had a lovely time here thanks to Irene, Aiza and Martin. Half piglet and mountain paella is superb and so is the rest of the food. Awesome service 👍 keep it up!"
10 August 2019,50,Great food great service,Probably the best Spanish food in KL 🤤 great place to celebrate special occasions. Reasonably priced menu. Overall excellent !
9 August 2019,50,Awesome Dining,Cho and Vivian are awesome and they take very good care of me and the food was expertly prepared. Highly recommend to all travelers to Kuala Lumpur.
9 August 2019,50,Love it BABE,"If you like pork then this is the restaurant for you. Fantastic experience, good food and wine list. It has atmosphere and theater - you must have the half pig. Beautifully cooked and served. Just delicious."
8 August 2019,50,Great Foods Nice Ambience Charming Staff,"Thank you Ms. Cho for suggesting me a nice menu for my solo dinner, very considerate if the portions were too heavy for me!!! Will certainly on my visiting list again."
8 August 2019,50,Awesome food,"My wife and I often celebrate our special days here in el cerdo. Love the food and service. Hats off to the ribs , sausage , pork shoulder , cold cuts as well as pasta. Oh and the suckling pig is a must try. Environment...More"
7 August 2019,50,perfecto,the food was amazing! the ambience was great! I came here not knowing what to expect. I was pleasantly surprised as the Pork Shoulder steak is probably one of the best I've had in Klang Valley!! We were served by a very friendly and efficient...More
7 August 2019,40,Birthday celebration,"Very Good service and nice ambience ,definitely will come back again . Thanks Ren and Cho for Their service 👍🏻"
7 August 2019,50,"Great service, delicious food",The food was very tasty and the waiter Martin and Pamela was very friendly :) A good place to celebrate special occasions too!More
7 August 2019,50,Very Good and Tasty Porky food.,"We have been patrons to this establishment for a long time. Food is always constantly good and the service is over the top. Remember to try any of the pork dishes, but do let them recommend. It is advisable to book ahead during peak times...More"
